date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:34:06	93207/93207	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2004:04:09%20GMT	http://n1.hitechdonkey.com/faq.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/faq.html	(from http://n1.hitechdonkey.com/)
09:34:06	96817/96817	---M-Z	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2004:04:09%20GMT	http://n1.hitechdonkey.com/case-study.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/case-study.html	(from http://n1.hitechdonkey.com/)
09:34:08	199319/199319	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2004:04:09%20GMT	http://n1.hitechdonkey.com/contact.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/contact.html	(from http://n1.hitechdonkey.com/)
09:34:22	86714/86714	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-02.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-02.webp	(from http://n1.hitechdonkey.com/)
09:34:24	97832/97832	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-01.webp	(from http://n1.hitechdonkey.com/)
09:34:32	55936/55936	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-03.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-03.webp	(from http://n1.hitechdonkey.com/)
09:34:34	62156/62156	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-04.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-04.webp	(from http://n1.hitechdonkey.com/)
09:34:39	410488/410488	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/logo/logo-icef.png	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/logo/logo-icef.png	(from http://n1.hitechdonkey.com/)
09:34:39	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:04:42%20GMT	http://n1.hitechdonkey.com/services.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/services.37.delayed	(from http://n1.hitechdonkey.com/)
09:34:41	56262/56262	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-05.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-05.webp	(from http://n1.hitechdonkey.com/)
09:34:47	68990/68990	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-06.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/gallery/gallery-thumb-06.webp	(from http://n1.hitechdonkey.com/)
09:35:00	82120/82120	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/services-shape-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/services-shape-01.webp	(from http://n1.hitechdonkey.com/)
09:35:08	47166/47166	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/services/services-thumb-03.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/services/services-thumb-03.webp	(from http://n1.hitechdonkey.com/)
09:35:09	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:05:12%20GMT	http://n1.hitechdonkey.com/services-details.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/services-details.3c.delayed	(from http://n1.hitechdonkey.com/)
09:35:14	31598/31598	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/services/services-thumb-04.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/services/services-thumb-04.webp	(from http://n1.hitechdonkey.com/)
09:35:17	16486/16486	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/services/services-thumb-05.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/services/services-thumb-05.webp	(from http://n1.hitechdonkey.com/)
09:35:20	16996/16996	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/services/services-thumb-06.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/services/services-thumb-06.webp	(from http://n1.hitechdonkey.com/)
09:35:32	69334/69334	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/banner/banner-thumb-02.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/banner/banner-thumb-02.webp	(from http://n1.hitechdonkey.com/)
09:35:35	338276/338276	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2009:13:46%20GMT	http://n1.hitechdonkey.com/assets/images/about/3.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/3.webp	(from http://n1.hitechdonkey.com/)
09:35:46	84766/84766	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2013:20:02%20GMT	http://n1.hitechdonkey.com/assets/images/banner/assessment-testing.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/banner/assessment-testing.webp	(from http://n1.hitechdonkey.com/)
09:36:00	713061/713061	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Apr%202026%2004:17:06%20GMT	http://n1.hitechdonkey.com/assets/images/mega-menu-feature.png	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/mega-menu-feature.png	(from http://n1.hitechdonkey.com/)
09:36:20	208584/208584	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2013:28:14%20GMT	http://n1.hitechdonkey.com/assets/images/banner/exam-management.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/banner/exam-management.webp	(from http://n1.hitechdonkey.com/)
09:36:51	823616/823616	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2009:08:57%20GMT	http://n1.hitechdonkey.com/assets/images/about/1.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/1.webp	(from http://n1.hitechdonkey.com/)
09:36:55	491627/491627	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2004:06:55%20GMT	http://n1.hitechdonkey.com/solutions.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/solutions.html	(from http://n1.hitechdonkey.com/)
09:36:59	15952/15952	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Apr%202026%2010:51:31%20GMT	http://n1.hitechdonkey.com/assets/images/user/indian-experts.png	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/user/indian-experts.png	(from http://n1.hitechdonkey.com/)
09:36:59	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:07:02%20GMT	http://n1.hitechdonkey.com/industry.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/industry.php	(from http://n1.hitechdonkey.com/)
09:37:02	18378/18378	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-05.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-05.webp	(from http://n1.hitechdonkey.com/)
09:37:04	11580/11580	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-06.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-06.webp	(from http://n1.hitechdonkey.com/)
09:37:07	14800/14800	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-07.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-07.webp	(from http://n1.hitechdonkey.com/)
09:37:10	16174/16174	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-08.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-08.webp	(from http://n1.hitechdonkey.com/)
09:37:12	13406/13406	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-09.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-09.webp	(from http://n1.hitechdonkey.com/)
09:37:16	19144/19144	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-10.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-10.webp	(from http://n1.hitechdonkey.com/)
09:37:16	234/234	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/multi-line-shape.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/multi-line-shape.webp	(from http://n1.hitechdonkey.com/)
09:37:33	575429/575429	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2013:34:54%20GMT	http://n1.hitechdonkey.com/assets/images/banner/manpower.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/banner/manpower.webp	(from http://n1.hitechdonkey.com/)
09:38:11	686341/686341	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2013:37:12%20GMT	http://n1.hitechdonkey.com/assets/images/banner/call-center.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/banner/call-center.webp	(from http://n1.hitechdonkey.com/)
09:38:30	1073485/1073485	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2013:33:06%20GMT	http://n1.hitechdonkey.com/assets/images/banner/recruitment.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/banner/recruitment.webp	(from http://n1.hitechdonkey.com/)
09:38:30	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:08:33%20GMT	http://n1.hitechdonkey.com/portfolio.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/portfolio.53.delayed	(from http://n1.hitechdonkey.com/)
09:38:30	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Apr%202026%2004:08:34%20GMT	http://n1.hitechdonkey.com/portfolio-details.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/portfolio-details.php	(from http://n1.hitechdonkey.com/)
09:38:36	32632/32632	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/testimonial-shape-02.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/testimonial-shape-02.webp	(from http://n1.hitechdonkey.com/)
09:38:49	70145/70145	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2009:47:13%20GMT	http://n1.hitechdonkey.com/assets/images/about/8.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/8.webp	(from http://n1.hitechdonkey.com/)
09:39:12	610084/610084	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2009:57:48%20GMT	http://n1.hitechdonkey.com/assets/images/about/12.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/12.webp	(from http://n1.hitechdonkey.com/)
09:39:32	844810/844810	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2009:17:59%20GMT	http://n1.hitechdonkey.com/assets/images/about/4.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/4.webp	(from http://n1.hitechdonkey.com/)
09:40:33	641641/641641	---M--	200	added ('OK')	image/png	date:Tue,%2014%20Apr%202026%2011:37:38%20GMT	http://n1.hitechdonkey.com/assets/images/user/indian-user-01.png	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/user/indian-user-01.png	(from http://n1.hitechdonkey.com/)
09:40:33	1628/1628	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-01.webp	(from http://n1.hitechdonkey.com/)
09:40:34	2204/2204	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-02.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-02.webp	(from http://n1.hitechdonkey.com/)
09:40:35	1580/1580	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-03.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-03.webp	(from http://n1.hitechdonkey.com/)
09:40:35	1506/1506	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/brand/brand-thumb-04.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/brand/brand-thumb-04.webp	(from http://n1.hitechdonkey.com/)
